ncl,cltype,maxpix x,maxpix y,maxpix v,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,meansigv,errsigv,a,b,R,errR,area,perim
168,1,1103,954,38,1901,3888,2.837e+06,109.1,13.62,2.766e+06,2.766e+05,16.95,0.6963,85.61,32.28,83.62,29.74,3.194e+04,2401
169,1,1103,954,38,1892,3879,2.262e+06,108.9,13.62,2.205e+06,2.205e+05,15.43,0.6586,85.34,31.43,82.32,46.35,2.523e+04,2114
170,1,1103,954,38,1618,3522,1.401e+06,103.8,13.62,1.366e+06,1.366e+05,15.16,0.6059,54.2,36.43,70.05,23.57,1.394e+04,1320
171,1,1103,954,38,1613,3517,1.294e+06,103.8,13.62,1.262e+06,1.262e+05,13.56,0.5495,53.58,36.29,69.48,21.96,1.226e+04,1141
172,1,624,1657,39,1.557e+04,6.097e+04,8.664e+06,429.7,21.15,8.448e+06,8.448e+05,26.14,1.197,35.51,79.63,84.63,31.55,3.897e+04,2335
173,1,624,1657,39,1.469e+04,5.646e+04,7.946e+06,413.5,21.15,7.747e+06,7.747e+05,26.13,1.196,34.47,79.26,83.11,26.58,3.609e+04,2365
174,1,624,1657,39,1.398e+04,5.319e+04,7.428e+06,401.4,21.15,7.243e+06,7.243e+05,26.06,1.18,34.04,78.94,82.41,27.06,3.327e+04,2201
175,2,1136,407,38,1581,5887,1.642e+06,134,33.54,1.601e+06,1.601e+05,13.92,0.6293,28.54,17.6,31.89,7.94,3525,364.3
176,2,1219,536,40,1482,3434,5.193e+05,102.6,12.94,5.064e+05,5.064e+04,15.79,0.738,14.8,27.05,27.35,14.3,4330,453.9
177,2,999,817,42,1314,4188,5.049e+05,113.1,14.67,4.923e+05,4.923e+04,19.49,0.9459,15.12,26.94,27.67,15.14,2930,286.7
178,1,1192,915,59,1.148e+04,2.513e+04,1.085e+07,276,13.43,1.058e+07,1.058e+06,57.82,2.729,31.46,70.09,74.26,38.57,5.404e+04,3073
179,1,1192,915,59,1.009e+04,2.248e+04,9.914e+06,261.1,13.43,9.666e+06,9.666e+05,57.96,2.759,31.05,69.56,73.46,38.3,4.85e+04,2739
180,1,1192,915,59,7646,1.831e+04,5.727e+06,235.7,13.43,5.584e+06,5.584e+05,58.07,2.786,27.68,65.12,66.72,30.74,2.91e+04,1756
181,1,1192,915,59,7217,1.756e+04,4.781e+06,230.8,13.43,4.661e+06,4.661e+05,52.67,2.502,28.82,65.48,68.37,34.71,2.505e+04,1445
182,1,1192,915,59,7994,1.873e+04,6.042e+06,238.4,13.43,5.891e+06,5.891e+05,58.04,2.78,26.91,64.7,65.51,20.55,3.14e+04,1947
183,1,1192,915,59,6891,1.668e+04,4.393e+06,225,13.43,4.283e+06,4.283e+05,52.71,2.511,27.82,65.26,66.99,15.48,2.359e+04,1398
184,1,1181,907,37,1844,3053,8.001e+05,96.77,13.03,7.801e+05,7.801e+04,15.7,0.7204,28.54,39.43,51.61,12.82,7565,677.9
185,1,1192,915,59,6746,1.617e+04,4.069e+06,221.5,13.43,3.967e+06,3.967e+05,52.73,2.514,29.32,67.73,70.26,21.57,2.291e+04,1433
186,2,1103,954,38,891,2220,5.18e+05,82.73,13.62,5.051e+05,5.051e+04,10.43,0.4681,30.35,14.54,29.26,13.5,4170,394.2
187,1,624,1657,39,9869,3.671e+04,5.308e+06,333.5,21.15,5.176e+06,5.176e+05,24.19,1.07,30.38,76.36,76.29,26.67,2.201e+04,1663
188,1,624,1657,39,8452,2.945e+04,4.426e+06,298.8,21.15,4.316e+06,4.316e+05,22.63,1.038,29.35,77.51,75.51,46.35,1.885e+04,1595
189,2,1193,838,38,310,381,1.359e+05,35.74,10.38,1.325e+05,1.325e+04,10.5,0.478,13.66,37.16,32.11,9.692,2156,325.5
190,2,1181,907,37,1323,2370,3.618e+05,85.43,13.03,3.528e+05,3.528e+04,8.718,0.3866,14.58,21.01,22.35,4.401,3815,400.2
191,2,1053,980,36,9,9,4.427e+04,12.31,8.817,4.317e+04,4317,5.258,0.214,9.912,15.13,9.28,10.93,704.6,125.4
192,2,1120,978,38,722,1297,6.373e+05,63.64,11.7,6.214e+05,6.214e+04,10.49,0.4807,26.09,53.46,58.09,18.67,6453,612.2
193,2,1199,1034,39,270,353,3.613e+05,34.54,10.97,3.522e+05,3.522e+04,12.17,0.5451,21.88,49.05,50.25,26.4,5086,513.7
194,1,624,1657,39,2903,9166,1.53e+06,166.9,21.15,1.492e+06,1.492e+05,13.87,0.6134,42.45,19.37,43.16,27.31,6473,674.9
195,2,661,1627,39,1941,6184,1.044e+06,137.3,20.53,1.017e+06,1.017e+05,13.9,0.6188,26.61,17.87,30.77,4.493,4328,519.6
196,1,928,1754,41,760,862,2.131e+06,52.28,11.85,2.077e+06,2.077e+05,23.63,0.9795,61.26,147.2,153.4,41.57,2.531e+04,1873
197,2,564,1821,37,1038,1336,2.604e+05,64.56,21.13,2.539e+05,2.539e+04,8.824,0.4051,14.35,28.54,27.78,15.51,2314,415.1
198,1,1059,444,40,3318,1.198e+04,2.805e+06,190.7,34.65,2.735e+06,2.735e+05,16.9,0.6882,24.3,43.75,49.99,13.84,7398,564.4
199,2,1098,1010,38,5,5,4.757e+04,11.81,8.788,4.638e+04,4638,nan,nan,10.48,16.4,12,7.115,1026,170.2
200,1,1028,1380,41,462,497,4.802e+05,40.36,9.782,4.682e+05,4.682e+04,12.29,0.5672,37.66,12.38,30.37,8.755,6361,746.6
201,2,1028,1380,41,192,223,1.577e+05,28.27,9.782,1.538e+05,1.538e+04,10.59,0.4949,12.32,9.992,3.868,10.59,1775,265.8
202,2,624,1657,39,638,1698,3.001e+05,72.55,21.15,2.926e+05,2.926e+04,8.666,0.3725,16.15,13.11,15.78,2.754,1423,188.1
203,1,452,1828,47,2266,1.088e+04,1.835e+06,181.8,20.43,1.789e+06,1.789e+05,26.31,1.234,46.81,14.69,38.82,31.22,5053,492.8
204,2,1157,443,41,385,592,7.889e+04,43.77,15.03,7.691e+04,7691,8.718,0.3826,11.94,8.781,nan,4.456,858.4,170.2
205,2,1059,444,40,783,2012,5.466e+05,78.83,34.65,5.329e+05,5.329e+04,10.31,0.434,19.2,12.05,17.35,10.42,1746,241.9
206,2,1151,887,38,531,683,1.015e+05,46.81,10.77,9.899e+04,9899,7.105,0.3287,13.3,16.74,16.68,9.058,1467,191.1
207,2,1555,909,44,107,124,1.572e+06,22.35,9.324,1.533e+06,1.533e+05,23.78,1.013,92.57,49.92,109.1,45.82,2.375e+04,1735
208,2,755,1506,42,1809,3100,3.466e+05,97.51,12.47,3.379e+05,3.379e+04,12.29,0.5706,20.19,43.21,44.66,18.03,4121,555.5
209,2,749,1582,40,386,741,1.254e+05,48.65,12.02,1.223e+05,1.223e+04,10.46,0.469,14.2,8.016,nan,25.6,1356,230
210,2,445,1823,43,1202,2862,5.251e+05,93.74,20.11,5.12e+05,5.12e+04,12.46,0.6073,44.6,11.44,32.22,31.64,2680,415.1
211,2,1060,403,40,1190,2308,6.326e+05,84.32,31.17,6.168e+05,6.168e+04,10.51,0.4791,13.88,37.43,32.6,9.504,2653,349.4
212,2,1108,487,43,1976,4743,7.068e+05,120.3,19.56,6.891e+05,6.891e+04,15.64,0.7027,23.15,15.51,25.28,10.19,4406,543.5
213,2,993,762,39,371,557,6.804e+04,42.55,12.97,6.634e+04,6634,5.369,0.2375,6.477,16.74,nan,16.27,827.2,149.3
214,1,1192,915,59,5794,1.312e+04,3.247e+06,199.6,13.43,3.166e+06,3.166e+05,45.6,2.15,16,37.07,35.45,17.91,2.091e+04,1529
215,2,998,1224,45,1422,2354,1.441e+06,85.14,11.39,1.405e+06,1.405e+05,17.04,0.72,25.76,48.45,54.65,21.78,1.142e+04,654
216,2,1221,1325,41,498,1571,2.712e+05,69.85,12.85,2.644e+05,2.644e+04,13.75,0.5917,19.38,12.61,18.31,4.583,1764,241.9
217,2,1039,1332,41,270,274,1.905e+05,30.88,9.742,1.858e+05,1.858e+04,5.265,0.2119,26.2,18.62,31.29,9.957,3106,403.2
218,2,1376,1454,45,60,60,7.214e+05,17.49,9.489,7.034e+05,7.034e+04,20.18,0.8138,62.14,15.53,47.32,48.02,7086,627.2
219,2,608,1711,42,1558,3887,6.729e+05,109,21.05,6.561e+05,6.561e+04,15.89,0.7605,12.19,29.12,25.06,16.5,3474,394.2
220,1,1143,642,48,7652,2.339e+04,4.662e+06,266.3,15.07,4.545e+06,4.545e+05,36.41,1.654,37.2,45.59,64.58,22.63,2.364e+04,1493
221,2,1093,799,45,2087,3725,6.863e+05,106.8,13.04,6.691e+05,6.691e+04,22.82,1.08,62.19,25.82,62.71,17.71,7017,761.5
222,2,994,910,43,167,277,3.518e+05,31.03,10.74,3.43e+05,3.43e+04,15.59,0.6962,16.69,12.11,14.96,2.397,3750,430
223,2,947,1322,44,0,0,1.93e+05,11.15,8.685,1.881e+05,1.881e+04,10.63,0.5092,42.71,11.06,30.63,20.92,3824,492.8
224,2,592,1513,41,399,632,7.425e+04,45.14,13.42,7.239e+04,7239,5.161,0.1852,10.85,13.08,8.047,4.517,889.7,143.3
225,2,928,1754,41,311,404,7.053e+04,36.7,11.85,6.877e+04,6877,5.119,0.1762,13.96,10.56,8.906,7.618,1041,167.2
226,2,577,1863,42,1151,2021,4.123e+05,79,21.15,4.02e+05,4.02e+04,12.37,0.5852,10.31,31.58,23.46,18.56,2566,364.3
227,2,1152,820,47,3779,9078,1.322e+06,166.1,12.77,1.289e+06,1.289e+05,35.24,1.692,14.48,41.26,35.61,9.562,9603,940.7
228,2,565,1725,43,632,1142,1.491e+05,59.84,15.6,1.453e+05,1.454e+04,6.995,0.3002,11.96,11.29,6.812,5.661,1409,244.9
229,2,563,1787,44,804,1497,2.557e+05,68.23,19.37,2.493e+05,2.493e+04,10.55,0.4862,36.67,11.22,27.87,13.41,1793,334.5
230,2,872,1455,47,54,54,5.402e+05,16.96,9.251,5.267e+05,5.267e+04,24.5,1.156,24.04,13.95,24,12,4838,451
231,2,620,1622,42,338,384,5.279e+04,35.87,14.48,5.147e+04,5147,nan,nan,11.9,6.037,nan,2.176,753.6,140.4
232,2,948,1761,43,230,230,4.115e+04,28.64,10.84,4.013e+04,4013,nan,nan,16.77,10.63,12.67,8.131,862.9,155.3
233,1,1165,393,57,2031,1.052e+04,1.654e+06,178.8,22.6,1.612e+06,1.612e+05,42.46,1.796,13.24,39.19,32.57,25.78,4529,445
234,2,1110,531,46,2737,6490,8.654e+05,140.6,15.76,8.438e+05,8.438e+04,23.13,1.145,27.07,14.16,26.5,12.52,6103,546.5
235,1,1143,642,48,6077,2.05e+04,2.98e+06,249.3,15.07,2.905e+06,2.905e+05,29.57,1.349,34.88,42.46,60.02,18.32,1.53e+04,1081
236,2,1110,867,45,273,396,9.499e+04,36.37,11.65,9.261e+04,9261,7.048,0.3165,15.13,8.59,5.758,13.38,1088,179.2
237,2,1129,1354,44,0,0,5.021e+04,11.15,7.87,4.896e+04,4896,5.225,0.2021,9.065,14.36,5.81,14.93,1032,176.2
238,2,452,1828,47,592,1290,2.476e+05,63.47,20.43,2.414e+05,2.415e+04,10.48,0.4697,7.528,12.72,nan,10.11,1320,191.1
239,2,1143,642,48,1790,5899,7.406e+05,134.1,15.07,7.221e+05,7.221e+04,22.79,1.072,13.99,19.8,20.53,6.927,3991,456.9
240,1,1143,642,48,2437,7191,8.864e+05,148,15.07,8.642e+05,8.642e+04,24.31,1.099,14.43,19.9,21.18,6.451,5434,624.2
241,1,1015,1512,47,113,113,7.883e+05,21.59,9.453,7.686e+05,7.686e+04,12.19,0.5447,96.11,27,80.92,21.24,1.494e+04,1183
242,2,1154,363,50,373,1109,2.005e+05,59,20.15,1.955e+05,1.955e+04,14.07,0.6617,9.547,7.471,nan,1.986,831.7,152.3
243,2,1186,670,49,1770,3484,3.942e+05,103.3,12.73,3.843e+05,3.843e+04,14.03,0.6512,51.29,7.988,27.79,44.51,3947,597.3
244,2,1337,1318,53,105,238,1.043e+05,29.06,10.38,1.017e+05,1.017e+04,15.77,0.7352,10.1,7.691,nan,2.306,680.1,137.4
245,2,1015,1512,47,45,45,4.273e+04,16.14,9.453,4.166e+04,4166,nan,nan,10.3,29.39,22.13,20.25,1115,218
246,2,767,972,51,557,846,1.002e+06,51.82,13.27,9.774e+05,9.774e+04,13.63,0.5733,61.93,36.26,74.99,15.8,1.155e+04,994.5
247,1,1207,1267,51,0,0,2.528e+05,11.15,8.668,2.465e+05,2.465e+04,15.48,0.6688,41.69,14.52,35.91,30.27,2863,397.2
248,2,1010,1489,47,68,68,4.606e+04,18.17,9.389,4.491e+04,4491,nan,nan,10.67,23.98,19.13,11.52,1137,185.2
249,2,1040,768,52,1421,2652,8.156e+05,90.29,12.18,7.952e+05,7.952e+04,17.66,0.8489,21.94,40.92,45.41,16.51,7597,916.8
250,2,1171,1248,53,0,0,8.812e+04,11.15,8.628,8.592e+04,8592,13.91,0.6342,14.12,10.19,8.371,7.573,1155,179.2
251,2,1207,1267,51,0,0,1.422e+05,11.15,8.668,1.387e+05,1.387e+04,10.28,0.426,17.52,12.1,15.8,6.352,1452,197.1
252,2,1119,432,50,349,531,7.072e+04,41.61,15.28,6.896e+04,6896,5.122,0.1777,12.18,11.51,7.759,3.92,778.2,164.3
253,2,1180,600,54,1028,1943,2.178e+05,77.49,12.68,2.124e+05,2.124e+04,13.98,0.6423,7.585,14.24,nan,19.28,2366,355.4
254,1,1124,1307,63,113,114,2.816e+06,21.66,9.668,2.745e+06,2.745e+05,33.05,1.507,115,35.71,102.7,55.17,2.715e+04,1514
255,2,1326,1391,50,0,0,5.831e+04,11.15,7.696,5.685e+04,5685,14.11,0.6795,5.37,24,5.502,45.17,1115,227
256,1,1027,1372,55,12,12,1.018e+06,12.67,8.868,9.923e+05,9.923e+04,19.16,0.8725,42.71,53.3,75.53,16.24,1.318e+04,1087
257,2,1077,1342,51,1,1,1.18e+05,11.28,8.699,1.151e+05,1.151e+04,10.61,0.5006,16.31,30.59,31.75,12.56,2517,453.9
258,1,1281,1221,57,4161,1.292e+04,6.108e+06,198.1,14.24,5.955e+06,5.955e+05,43.9,2.093,36.06,81.54,86.37,43.49,2.851e+04,1601
259,1,1281,1221,57,4161,1.292e+04,4.146e+06,198.1,14.24,4.042e+06,4.042e+05,44.01,2.123,34.26,77.57,81.93,44.23,2.016e+04,1281
260,2,1180,807,57,387,863,1.633e+05,52.31,11.56,1.592e+05,1.592e+04,8.81,0.4029,12,14.55,12.29,2.674,1643,253.8
261,2,1027,1372,55,11,11,1.93e+05,12.55,8.868,1.882e+05,1.882e+04,7.093,0.3232,14.41,36.52,32.87,16.2,2647,382.3
262,2,1165,393,57,778,2782,5.146e+05,92.44,22.6,5.018e+05,5.018e+04,17.35,0.7938,17.11,10.92,13.54,6.451,1735,235.9
263,2,1153,692,57,500,859,9.877e+04,52.2,12.88,9.63e+04,9631,8.643,0.3674,15.11,9.456,8.201,6.448,1115,188.1
264,1,1281,1221,57,2845,8967,1.599e+06,165.1,14.24,1.559e+06,1.559e+05,35.21,1.709,26.1,49.22,55.54,17.8,9102,863.1
265,2,1444,1895,57,799,1665,1.801e+06,71.86,12.99,1.756e+06,1.756e+05,16.93,0.7059,58.68,26.62,61.79,31.84,2.209e+04,1899
266,2,1138,597,61,1499,4743,5.904e+05,120.3,17.01,5.756e+05,5.756e+04,19.33,0.9149,13.13,26.31,24.55,14.3,3342,301.6
267,1,1192,915,59,1520,3333,6.41e+05,101.1,13.43,6.249e+05,6.249e+04,15.55,0.6949,18.07,48.49,44.78,33.31,5427,582.4
268,1,1192,915,59,1172,2746,4.322e+05,91.85,13.43,4.214e+05,4.214e+04,13.91,0.6303,12.04,32.45,26.88,13.87,3501,388.2
269,2,1192,915,59,845,1820,2.563e+05,75.05,13.43,2.499e+05,2.499e+04,10.69,0.5297,11.59,24.32,20.84,5.977,2364,325.5
270,1,1281,1221,57,2389,7897,9.955e+05,155,14.24,9.706e+05,9.706e+04,24.43,1.127,35.8,22.89,43.07,11.54,5860,603.3
271,2,1281,1221,57,1954,6589,7.487e+05,141.7,14.24,7.3e+05,7.3e+04,21,0.9789,16.31,32.33,32.91,15.87,4357,448
272,2,1460,1987,61,407,872,7.333e+05,52.57,14.57,7.15e+05,7.15e+04,16.72,0.6694,16.01,43.12,38.91,8.378,6080,546.5
273,2,1180,881,60,423,926,1.173e+05,54.1,11.7,1.144e+05,1.144e+04,8.806,0.4016,10.92,13.67,9.178,4.752,1093,182.2
274,2,1124,1307,63,101,102,6.744e+05,20.81,9.668,6.575e+05,6.575e+04,18.96,0.8381,46.18,15.47,39.71,15.43,6230,576.4
275,2,1179,944,59,299,538,1.03e+05,41.87,12.24,1.004e+05,1.004e+04,6.809,0.2589,10.95,12.98,8.085,6.038,996.7,149.3
276,2,1239,1213,58,0,0,3.677e+04,11.15,8.593,3.585e+04,3585,8.864,0.419,6.771,9.198,nan,2.388,421.4,131.4
277,1,1342,1304,64,499,833,2.466e+05,51.44,11.89,2.404e+05,2.404e+04,19.15,0.8735,25.04,9.425,17.7,12.26,1929,271.8
278,2,1348,1341,68,870,4507,8.362e+05,117.3,14.03,8.153e+05,8.153e+04,25.06,0.9922,16.36,24.59,27.44,8.016,2990,313.6
279,2,1182,983,64,429,755,2.645e+05,49.09,10.87,2.579e+05,2.579e+04,13.69,0.5771,12.7,22.16,20.81,5.578,2105,241.9
280,2,1342,1304,64,317,481,6.491e+04,39.75,11.89,6.328e+04,6328,8.89,0.4306,7.888,6.29,nan,1.296,807.2,164.3
281,2,1296,1171,62,325,791,9.683e+04,50.18,11.16,9.441e+04,9441,8.867,0.417,10.04,11.69,nan,126,851.8,167.2
282,2,1317,1208,64,423,1196,1.311e+05,61.19,12.19,1.278e+05,1.278e+04,10.44,0.4674,7.888,14.6,nan,35.13,943.2,173.2
283,2,1309,1032,65,9,9,5.742e+05,12.31,8.851,5.598e+05,5.598e+04,21.39,1.065,48.13,25.74,54.44,14.59,8526,764.5
284,2,1317,1310,65,144,281,3.959e+04,31.22,10.72,3.86e+04,3861,7.063,0.3171,8.459,7.251,nan,0.9573,394.7,95.57
285,1,1234,1252,73,338,600,9.637e+05,44.05,11.11,9.396e+05,9.396e+04,25.96,1.178,52.75,16.32,44.32,26.8,7409,630.1
286,2,1327,1277,69,7,7,8.427e+04,12.06,8.854,8.217e+04,8217,15.82,0.7457,19.95,5.629,nan,46.59,903,176.2
287,2,1274,1276,72,44,44,1.589e+05,16.05,9.697,1.549e+05,1.549e+04,15.83,0.7527,13.03,9.09,1.673,33.1,2118,304.6
288,1,1284,1129,70,1312,3952,6.387e+05,109.9,12.8,6.227e+05,6.227e+04,15.74,0.7372,22.08,17.02,26.13,4.695,4103,513.7
289,2,1284,1129,70,886,3267,4.535e+05,100.1,12.8,4.421e+05,4.422e+04,15.64,0.7152,21.4,15.82,24.17,3.919,2401,295.7
290,2,1234,1252,73,294,556,3.949e+05,42.51,11.11,3.851e+05,3.851e+04,20.73,0.9344,27.2,13.89,26.23,8.296,3188,424.1
291,2,1292,1069,70,426,685,9.802e+04,46.88,11.69,9.557e+04,9557,8.793,0.4023,9.346,28.89,20.08,21.75,1217,241.9
