ncl,vlsr,tmax,s/n,R,R error,vel disp,vel disp error,LCO,LCO error,Mvir,Mvir error,Mlum,alphavir,pa,Reg,Flag,
236,61,2.8,6.9,38,32,6.7,4.3,200000,220000,1740000,2280000,985302,2.01,75,0.8,SA,0
237,63.8,1.5,3.7,49,26,7,3.2,120000,90000,2500000,2480000,573572.2222,4.86,11,0.8,SA,0
238,69.7,3.5,8.3,49,23,3.6,2.2,220000,140000,650000,840000,1100420.06,0.67,28,0.6,IA,0
239,69,5.3,12.2,28,11,7.1,3.9,310000,150000,1500000,1660000,1476331.784,1.11,156,0.4,IA,0
240,68.3,2.7,6.6,32,0,8.5,6.1,180000,200000,2390000,3420000,894744,3,146,0.5,IA,1
241,68.2,2.5,6.2,45,18,3.5,2.3,140000,100000,570000,870000,666667.9688,0.96,117,0.9,IA,0
242,65.1,5,13.4,47,50,3.8,5.6,90000,130000,690000,2490000,437748.6,1.8,40,0.4,SA,0
243,70.5,2.7,7.1,32,0,10.8,5.7,130000,200000,3810000,4010000,628030.3304,6.9,159,0.4,SA,1
244,67.1,3.5,9.5,37,16,6.7,1.8,220000,80000,1710000,1280000,1095647.574,1.76,85,0.6,SA,0
245,68.8,2.6,5,37,78,2.6,4.6,90000,50000,260000,1150000,427043.1176,0.68,78,0.6,IA,0
246,70.3,2.3,5,32,0,4,7,60000,110000,520000,1840000,298709.5477,1.99,133,0.5,IA,1
247,74,3.4,7.7,72,33,7.1,4.9,300000,190000,3790000,6230000,1453059.559,2.9,10,0.3,IA,0
248,68.7,1.9,4.2,32,0,6.1,9.2,50000,90000,1210000,3670000,273206.7036,5.06,53,0.6,IA,1
249,73.2,3,7.6,40,16,4.8,3,160000,150000,940000,1300000,775346.087,1.38,7,0.4,IA,0
250,71.1,3.1,6.9,32,65,9.3,8,140000,370000,2860000,8150000,709332.5563,4.53,27,1.1,IA,0
251,70.7,1.8,4.5,30,28,9.5,3.8,120000,60000,2820000,2870000,606835.4247,5.18,97,0.8,IA,0
252,72.2,2.6,6.3,32,0,7.1,5.4,70000,100000,1670000,2540000,327991.6497,5.71,137,0.8,IA,1
253,76.7,3.5,9.2,96,26,9.3,2.8,800000,600000,8530000,6660000,3950749.77,2.44,61,0.2,SA,0
254,79.7,4,8.7,95,37,5.4,4,470000,290000,2910000,4510000,2264931.127,1.42,123,0.3,IA,0
255,70.6,3.3,7.1,32,0,11.2,2.8,200000,30000,4130000,2070000,1008733.091,4.62,3,0.5,IA,1
256,72.1,2.2,5.1,27,10,2.8,1.2,160000,60000,220000,220000,768001.5,0.32,103,0.5,IA,0
257,76.9,2.1,5.7,29,34,5,6.7,100000,160000,770000,2410000,483750,1.74,132,0.7,SA,0
258,81.5,1.5,4.3,32,0,5.6,2.9,40000,20000,1020000,1050000,223196.6897,5.22,14,0.5,SA,1
259,78.6,2.6,7.1,37,25,4.5,3.5,230000,150000,750000,1100000,1159839,0.75,45,0.3,SA,0
260,89.1,2.9,8.7,65,29,8.5,5,170000,170000,4830000,6940000,859991.5221,6.34,68,0.6,SA,0
261,95.2,1.6,4.8,32,0,4.7,2.7,30000,30000,720000,850000,161871.3373,5.07,145,0.8,IA,1
262,107.1,1.5,5,32,0,4.7,3.2,30000,20000,730000,980000,164796.7229,4.98,145,0.6,SA,1
263,-26.4,2,5.1,32,0,3.4,2.1,90000,30000,390000,470000,447372,0.96,153,0.4,IA,1
264,13.1,2.6,5,32,0,9.2,5.6,80000,30000,2770000,3380000,394053.2932,7.98,3,0.5,IA,1
265,48.6,2.8,6.2,48,10,5.9,1.3,270000,30000,1740000,1010000,1301940.725,1.49,40,0.7,SA,0
266,55.5,4.9,4.1,18,23,6,3.5,220000,100000,670000,1180000,1059616.901,0.71,170,0.8,IA,0
267,67.1,3.3,4.6,25,19,5.7,5,200000,110000,840000,1620000,982314.8438,0.96,26,0.9,IA,0
268,66.3,4.1,6,105,32,6.1,2.3,670000,240000,4100000,3500000,3217081.596,1.41,32,1,IA,0
269,66.5,5.3,6.3,68,17,6.5,2.3,620000,190000,2990000,2070000,3005002.703,1.11,24,1,IA,0
270,58.7,2.7,6.2,40,8,6.2,1.4,230000,40000,1590000,710000,1129844.051,1.58,117,0.4,SA,0
271,62.7,2.3,5.1,33,18,5.9,3,120000,80000,1180000,1640000,579858.9261,2.3,16,0.6,SA,0
272,70.3,1.6,4.4,32,0,5,6.1,90000,120000,840000,2040000,416502.2422,2.23,135,0.7,SA,1
273,76,2.4,7.2,32,0,2.6,2.2,50000,20000,230000,380000,226259.027,1.11,22,0.6,SA,1
274,71.9,5.9,5.9,32,0,6.7,5.5,150000,50000,1470000,2410000,725110.1217,2.3,154,0.7,IA,1
275,79.8,4.5,9.6,49,10,5.4,1.1,360000,40000,1480000,700000,1783745.419,0.93,85,0.6,IA,0
276,102.6,2.3,5.8,32,0,5.6,2.6,30000,10000,1050000,960000,161593.165,7.21,130,0.3,IA,1
277,99.9,1.4,5.1,32,0,7.4,2.9,80000,20000,1790000,1410000,387513.0514,5.25,130,0.4,SA,1
278,100,1.8,5.3,32,0,3.6,2.3,50000,20000,440000,560000,218859.0545,2.2,44,0.6,IA,1
279,110.9,2.1,5,32,0,3.2,2.2,40000,20000,330000,460000,203441.9679,1.87,163,0.3,IA,1
280,111.9,1.2,4.7,11,15,5.8,4.1,30000,10000,400000,840000,132597.6667,3.24,86,0.8,SA,0
281,-2.7,1.7,4.8,50,23,8.7,2.9,160000,40000,3900000,2840000,776290.5477,5.66,78,0.5,IA,0
282,28.2,2.8,7.1,51,32,4.2,3.4,170000,100000,930000,2030000,828954,1.26,115,0.5,IA,0
283,29.4,2.1,5,70,20,5,1.4,260000,80000,1800000,1150000,1254166.667,1.62,52,0.5,IA,0
284,40,2.6,6.8,45,26,5.8,2.7,200000,70000,1580000,1420000,992950.1695,1.77,176,0.4,IA,0
285,43,1.9,5.3,23,17,5.3,3.7,50000,40000,690000,1140000,244328.101,3.07,133,0.5,IA,0
286,47.1,1.9,5,32,0,8.8,5.4,20000,10000,2520000,3110000,123690.9235,23.26,133,0.6,IA,1
287,6.5,1.6,4.5,32,0,4.9,4.1,50000,50000,790000,1340000,243057.0899,3.67,135,0.6,IA,1
288,13.1,1.8,4.5,32,0,7.6,3.8,60000,50000,1920000,1930000,271632.8506,7.9,134,0.3,IA,1
289,23.7,2.9,7.9,27,21,4.7,3.2,100000,80000,610000,970000,477555.331,1.45,69,0.9,IA,0
290,28.9,3,7.4,30,22,6.2,5.4,110000,170000,1210000,2620000,550973.3333,2.43,56,0.6,IA,0
291,31.2,2.9,7.1,47,30,6.2,4.5,170000,260000,1880000,2690000,813006,2.58,116,0.7,IA,0
292,30.2,2.8,6.8,36,22,1.9,1.1,120000,160000,140000,210000,580321.3846,0.26,46,0.8,IA,0
293,31,3.1,7.4,41,32,2.5,4.3,120000,140000,260000,800000,595012.5,0.5,108,0.6,IA,0
294,19.5,2.6,6.4,35,9,6.8,2.5,130000,20000,1690000,1450000,643480.274,2.92,153,0.4,IA,0
295,30.9,4.2,11,62,74,4.7,4.2,310000,330000,1430000,2800000,1486058.299,1.07,1,0.6,IA,0
296,29.5,3.9,10.8,54,41,2.7,3.8,190000,130000,420000,1030000,896155.4118,0.51,31,0.4,IA,0
297,36.4,1.7,5,32,0,3.8,5.6,30000,30000,480000,1420000,164059.5963,3.27,162,0.6,IA,1
298,36.6,2.7,7,70,14,6.3,1.7,390000,60000,2920000,1550000,1897415.471,1.7,161,0.6,IA,0
299,45.2,1.8,4.7,32,0,5.7,4.3,70000,60000,1070000,1600000,350892,3.44,152,0.4,IA,1
300,32.4,2.5,6.4,27,12,9.3,3.7,250000,90000,2430000,2150000,1237991.795,2.19,144,0.5,IA,0
301,36.3,3,7.5,44,17,3.9,1.8,190000,70000,690000,650000,914103.1059,0.85,64,0.7,IA,0
302,36.6,2.2,5.7,80,26,6.5,3.9,280000,140000,3470000,4960000,1367310.105,2.87,70,0.4,IA,0
303,37.1,2.1,4.9,32,0,4.4,5.7,30000,20000,650000,1680000,148608,4.84,89,0.5,IA,1
304,40.8,2.6,6.2,39,15,8.9,4.3,170000,50000,3220000,3710000,836025.5455,4.29,87,0.5,IA,0
305,41.7,2.8,7,60,19,5.1,2,390000,90000,1600000,1230000,1927507.021,0.94,99,0.4,IA,0
306,48.3,1.8,4.2,32,0,7.6,5.3,50000,60000,1900000,2640000,254857.4252,8.42,71,0.7,IA,1
307,52.1,1.9,4.9,91,18,6.8,3.4,390000,160000,4380000,4600000,1878962.4,2.6,123,0.6,IA,0
308,54.4,2.2,5.7,32,0,2.9,3.2,40000,50000,270000,610000,220034.0282,1.42,158,0.8,IA,1
309,42.7,2.4,6.5,73,10,6.5,1.1,450000,60000,3210000,1160000,2196818.558,1.63,84,0.7,IA,0
310,39.1,5.5,4.5,32,0,3.2,2.2,160000,80000,330000,460000,776400.9796,0.49,37,0.7,IA,1
311,40.3,5.4,4.9,32,0,7,5.7,190000,60000,1600000,2640000,943237.3057,1.93,15,0.7,IA,1
312,40.8,2.7,4.8,33,13,2.7,1.1,150000,40000,250000,210000,735004.6579,0.38,116,0.6,IA,0
313,56.3,2.8,6.3,32,0,6.9,3.7,90000,20000,1580000,1690000,444423.799,3.98,64,0.8,IA,1
314,47.4,1.5,4.1,32,12,4.4,1.5,90000,50000,630000,430000,458129.121,1.57,150,0.5,IA,0
315,60.4,2,5.2,32,0,2.3,2,40000,20000,180000,310000,180306.4954,1.09,140,0.7,IA,1
316,-67.7,1.8,5.7,32,0,4.8,1.6,50000,20000,770000,530000,245267.0716,3.49,154,0.7,SA,1
317,-39.3,1.8,5.3,32,0,10.3,5.8,60000,30000,3530000,3950000,312070.9169,12.63,158,0.2,SA,1
318,-16.9,1.7,4.9,32,0,3.9,3.5,50000,40000,490000,900000,272986.4348,2.07,141,0.6,SA,1
319,1.8,2.1,5.5,32,0,4,6.2,40000,60000,530000,1650000,200821.6216,2.96,21,0.6,SA,1
320,4.7,1.6,4.6,32,0,9.2,10.6,40000,30000,2790000,6450000,172209.4896,18.26,22,0.5,SA,1
321,-24.9,1.8,5.1,32,0,3.1,1.9,30000,10000,310000,380000,138922.4591,2.57,44,0.8,IA,1
322,-4,3.9,11.1,49,52,7.7,5.3,360000,520000,3010000,6200000,1756744.172,1.92,67,0.4,SA,0
323,2.8,6,15.7,45,15,5.1,1.8,570000,240000,1240000,880000,2717784.9,0.5,51,0.8,SA,0
324,3.9,4,11.7,50,28,1.9,2.1,140000,140000,190000,410000,698535,0.3,93,0.7,IA,0
325,7,2.5,6.5,70,53,5.5,8.3,30000,50000,2190000,5680000,167810.0683,14.65,2,0.7,SA,0
326,11.2,7.7,18.3,26,13,6.6,2,640000,200000,1190000,970000,3130719.429,0.42,138,0.5,IA,0
327,21.6,2.6,6.1,27,18,4.4,3.9,120000,80000,540000,880000,583536.4615,1.04,45,0.6,IA,0
328,25.4,2,4.2,32,0,2.5,3.4,20000,20000,210000,560000,107500,2.16,50,0.8,IA,1
329,-16.9,2.1,6.4,39,20,5.9,2.2,160000,60000,1440000,1450000,772628.4265,2.04,49,1.2,SA,0
330,-6.7,1.8,5.1,32,0,3.2,4.2,20000,20000,340000,890000,102267.871,3.72,82,0.5,SA,1
331,-2.3,1.6,4.4,39,16,4.8,2.6,100000,60000,930000,1160000,465726.8571,2.24,56,1,SA,0
332,-15.5,1.6,5.1,17,6,4.9,2.6,70000,20000,440000,450000,326817.4966,1.45,47,0.6,SA,0
333,-12.3,2.7,7,32,0,5.1,5.4,70000,90000,870000,1810000,348853.2563,2.77,2,0.8,IA,1
334,-0.5,5.4,12.7,70,22,8,2.4,700000,880000,4670000,3080000,3399529.412,1.53,156,0.4,IA,0
335,-4,3.9,10.5,47,17,3.9,2.7,310000,190000,720000,1040000,1565969.943,0.53,152,0.6,IA,0
336,5.9,5.3,13.3,31,42,10.2,7.1,110000,120000,3330000,4230000,531135.2681,7.05,80,0.8,IA,0
337,13.6,2.4,5.4,37,17,8.1,4.4,180000,100000,2490000,3640000,900450.0863,3.13,129,0.4,IA,0
338,14.1,3.5,7.8,117,37,5,3.6,620000,290000,3110000,4780000,2978881.579,1.14,101,0.6,IA,0
339,-14.4,3,8.3,32,0,4.2,2.6,50000,20000,590000,730000,231576.424,2.83,175,0.9,IA,1
340,5.1,4.9,8.5,30,32,1.8,1.4,220000,360000,100000,190000,1128492,0.1,47,0.9,SA,0
341,4.7,5.9,11.4,102,22,6.9,2,1530000,630000,4980000,2730000,7517428.56,0.75,4,0.5,SA,0
342,6,2.6,5.7,34,18,5.6,3.1,160000,90000,1130000,1260000,764138.6667,1.62,30,0.7,SA,0
343,14.2,6.6,10.5,85,49,3.8,5.2,210000,350000,1270000,3340000,1025188.058,1.39,100,0.4,SA,0
344,13.6,2.1,3.8,32,0,5.9,3.2,120000,80000,1150000,1250000,585186.0271,2.21,50,0.6,SA,1
345,14.8,1.9,4.4,32,0,3,3.2,30000,50000,300000,640000,153379.8165,2.18,125,0.6,IA,1
346,14.6,2.4,5.2,32,0,2.4,2.8,80000,90000,190000,440000,382134.8571,0.56,10,0.5,IA,1
347,23.9,6,6.5,39,25,4.6,6.4,650000,540000,860000,2350000,3193678.8,0.3,139,1,SA,0
348,16.7,6.6,7.7,31,22,3.2,5,180000,190000,340000,960000,857088,0.43,137,0.9,SA,0
349,18.1,6.5,9.6,32,0,5.8,7.5,70000,80000,1110000,2860000,359136,3.48,6,0.3,SA,1
350,23.8,4.3,9.1,52,14,4.8,1.9,390000,320000,1220000,1010000,1905439.562,0.73,91,0.8,SA,0
351,27.6,7,6.8,32,0,4.5,3.7,540000,410000,670000,1090000,2594234.483,0.29,88,0.4,IA,1
352,24.5,8,8.9,32,0,7.9,6.1,390000,460000,2070000,3200000,1900537.967,1.22,18,0.4,SA,1
353,24,3.4,4.6,32,0,4.6,3.5,50000,60000,700000,1060000,250361.8854,3.14,84,0.6,SA,1
354,25.5,4,6.4,54,47,2.2,3.5,190000,140000,270000,840000,948246.75,0.32,0,0.6,SA,0
355,25,4,7.3,36,21,2.8,3,290000,340000,300000,760000,1424698.435,0.23,144,0.5,IA,0
356,22.3,2.7,5.4,8,15,9.1,8,110000,180000,660000,2040000,565543.5882,1.36,173,0.9,SA,0
357,24.8,3.7,7.6,45,21,3.9,2.8,220000,120000,710000,1050000,1073846.554,0.74,145,0.8,IA,0
358,25.2,6.3,8.5,82,61,7.5,8.7,660000,1430000,4830000,11230000,3206654.192,1.67,14,0.4,SA,0
359,28.9,4.1,6.4,46,34,5.8,3.4,420000,250000,1600000,2710000,2065032,0.87,97,0.5,IA,0
360,27.5,3.7,7.8,37,30,2.1,0,70000,60000,170000,140000,357434.6604,0.53,148,0.7,SA,1
361,22,6.3,11.3,71,8,8.4,1.2,1900000,410000,5200000,1670000,9232272,0.63,149,1.1,IA,0
362,26,3.3,5.4,22,19,6.7,4.1,200000,160000,1020000,1940000,971678.2881,1.18,51,0.4,IA,0
363,26,3.2,5.9,37,28,7.3,5.6,240000,260000,2080000,3990000,1156150.773,1.98,28,0.8,IA,0
364,27,4.6,10.3,60,24,5.4,1.3,670000,310000,1850000,1310000,3224262.857,0.63,67,0.6,SA,0
365,25.1,3.1,6,59,18,6,3.3,430000,370000,2210000,2610000,2089800,1.18,73,0.8,IA,0
366,26.6,3.6,8.9,82,29,4.6,2.6,410000,310000,1790000,2050000,1994529.03,1.01,74,0.5,SA,0
367,32.5,3.8,5.2,45,30,5.6,2.6,420000,300000,1490000,1630000,1998052.683,0.82,54,0.7,SA,0
368,38.1,7.7,6.5,32,0,3.8,3.9,150000,190000,470000,980000,755598.4225,0.71,21,0.7,SA,1
369,38,3.2,4.5,39,43,7.4,5,230000,190000,2220000,3980000,1116882,2.22,55,0.8,SA,0
370,31.7,4.7,8.6,68,35,11.8,6.1,440000,620000,9820000,12450000,2155435.2,5.1,51,0.8,SA,0
371,36.6,2.8,6.5,32,0,4.1,4.3,50000,50000,550000,1170000,268036.5322,2.33,123,0.6,SA,1
372,34.7,2.5,4.7,32,0,3.3,2.7,40000,20000,350000,590000,212939.6211,1.9,7,0.7,IA,1
373,39.1,6.5,5.4,31,24,7.1,3.1,190000,80000,1630000,1660000,925666.4847,1.96,138,0.7,SA,0
374,37.7,8.9,9,53,21,5.5,2,620000,140000,1660000,1570000,3051431.557,0.61,8,0.4,SA,0
375,44.9,2,3.9,32,0,3.5,3,30000,40000,410000,710000,137496.0725,3.31,49,0.9,IA,1
376,55.6,1.9,3.9,32,0,3.7,3.1,70000,70000,440000,750000,341349.5839,1.49,16,0.6,SA,1
377,6.8,1.8,4.4,32,0,4.6,5.2,20000,20000,700000,1580000,95404.8932,8.24,15,0.8,SA,1
378,3.7,1.6,4.2,32,24,5.1,2.2,70000,30000,870000,960000,323185.1237,2.99,151,1.2,SA,0
379,19,2.1,4.8,79,27,3.6,1.8,300000,130000,1100000,1270000,1415093.143,0.84,68,0.6,SA,0
380,15.8,1.8,4.1,32,0,4.8,3.4,60000,50000,770000,1070000,286281.6321,2.99,142,0.5,SA,1
381,29,2,5,32,0,3.6,3,40000,50000,420000,700000,205764.9231,2.34,76,0.8,SA,1
382,-4.9,1.8,4.3,32,0,1.7,1.1,30000,20000,90000,120000,141275.3684,0.76,132,0.5,IA,1
383,4.1,2.1,5.6,32,0,6.8,2.5,120000,30000,1510000,1130000,574551.3311,2.99,155,0.2,IA,1
384,2.5,2.5,6.2,32,0,6.7,2.9,100000,10000,1490000,1270000,486225.4461,3.43,133,0.7,IA,1
385,10.2,2.1,5.8,23,5,7.7,1.8,150000,30000,1390000,910000,750341.6445,2.11,67,0.4,SA,0
386,5,3.5,4.8,52,17,1.6,0.5,160000,70000,140000,110000,772761.6,0.2,106,0.5,IA,0
387,10.3,2.6,4.4,32,0,5.9,4.9,50000,30000,1140000,1910000,248704.0615,5.2,45,0.7,IA,1
388,35.6,3.2,5.8,66,8,10,1.6,580000,70000,6950000,2650000,2786400,2.75,48,0.5,IA,0
389,5.5,1.3,3.8,32,0,3.6,2.4,20000,20000,430000,570000,98464.19632,4.89,169,0.7,SA,1
390,15.8,2.3,5.9,36,12,3.5,1.3,110000,20000,460000,470000,522450,0.98,157,0.5,SA,0
391,23.2,3.8,9.7,33,24,3.8,5.2,140000,130000,480000,1440000,674682.5854,0.82,7,0.8,SA,0
392,24.4,2.2,6.2,55,23,4,2.8,150000,140000,920000,1370000,745751.8248,1.37,162,1.4,SA,0
393,29.7,2.8,7.4,16,33,5.3,6.5,70000,120000,460000,1520000,354965.8776,1.47,144,0.9,SA,0
394,22.2,1.9,4.5,32,0,3.7,2.4,40000,30000,450000,580000,223074.9474,2.28,63,0.6,IA,1
395,24.8,3.7,9.6,59,22,2.2,1.9,320000,190000,300000,470000,1506978,0.22,68,0.8,IA,0
396,24.6,2.7,6.9,75,46,6.9,6.8,260000,370000,3700000,7950000,1283480.108,3.23,76,0.9,IA,0
397,29.8,2.1,4.8,30,17,2.6,2.4,100000,60000,220000,370000,470901.6,0.5,175,0.7,IA,0
398,32.3,4.7,10.5,36,29,1.5,3.2,130000,240000,80000,270000,671721.4286,0.14,14,0.5,IA,0
399,31.9,3.6,8.5,46,64,8.9,13.5,140000,350000,3780000,12790000,685622.2464,6.17,135,1,IA,0
400,34.9,3.2,7.3,32,0,7,9.9,170000,360000,1630000,4590000,816344.3946,2.23,87,0.2,IA,1
401,35.3,3,8,80,40,6.3,3.3,250000,270000,3240000,4480000,1249629.559,2.95,88,1,IA,0
402,23,2.6,5.6,32,0,5.3,2.6,80000,30000,930000,920000,410866.0157,2.54,23,0.6,IA,1
403,27.4,7.5,6.5,32,0,3.7,5.2,110000,60000,450000,1270000,541075.4043,0.94,46,0.6,SA,1
404,29.1,4.4,4.9,32,0,4.5,3.8,70000,90000,660000,1110000,331422.0264,2.27,167,0.6,SA,1
405,29.9,7,8.1,68,13,6.7,1.6,1010000,250000,3160000,1800000,4922188.5,0.72,27,0.5,SA,0
406,25.6,4.8,5,21,22,3.2,2.9,220000,220000,220000,530000,1085484.522,0.23,52,0.7,IA,0
407,29.3,4.3,5.5,42,28,4.3,2.7,300000,230000,820000,1330000,1454208.677,0.62,177,0.7,IA,0
408,30.2,2.5,5.3,83,18,5,1.6,280000,50000,2180000,1640000,1368792.614,1.76,166,0.5,SA,0
409,20.2,2.8,5.8,32,0,2.7,1.6,60000,30000,240000,280000,294389.2174,0.92,135,0.8,IA,1
410,29.8,2.5,6.7,68,24,3,1.1,310000,60000,630000,620000,1511770.213,0.47,31,0.4,IA,0
411,31.5,1.6,4.6,8,12,5.3,3.9,80000,50000,240000,300000,383676.3529,0.68,172,0.9,IA,0
412,36.9,4.5,4.7,32,0,6.8,2.9,140000,40000,1540000,1300000,660734.0308,2.6,30,0.4,IA,1
413,40.4,3.2,5.6,22,11,6.6,2.6,120000,30000,1000000,980000,594978.3529,1.87,30,0.8,SA,0
414,50.2,1.6,5,32,0,2.1,1.1,30000,10000,150000,160000,124121.4545,1.32,15,0.8,SA,1
415,62,1.9,5.4,32,0,5.4,2.9,30000,10000,970000,1040000,168746.4673,6.42,138,0.9,SA,1
416,-68.8,2.6,5.6,33,14,3,1.4,100000,30000,310000,330000,499734.7826,0.69,144,0.5,IA,0
417,-51.3,2.3,5.1,32,0,3.9,1.8,60000,30000,500000,470000,321069.2727,1.76,166,0.6,SA,1
418,12.9,4.2,10.1,58,11,5.9,1.4,450000,60000,2080000,960000,2190687.645,1.07,17,0.4,SA,0
419,25.5,6,14.3,92,16,8.4,3.6,1900000,630000,6800000,5370000,9191042.341,0.82,55,0.3,SA,0
420,30.3,4.4,10.1,38,34,6.6,6.8,290000,660000,1680000,4030000,1455894,1.32,140,0.6,SA,0
421,44.8,2.4,4.9,10,14,2.3,2.8,60000,70000,50000,180000,307084.5,0.2,156,0.8,SA,0
422,47.3,2.5,5.9,56,43,3.6,4.5,110000,210000,750000,1850000,554346.9474,1.52,166,0.3,SA,0
423,24.5,2.5,4.7,32,0,2.2,1.6,40000,20000,160000,240000,195451.8261,0.92,167,0.5,SA,1
424,31.6,2.4,5.5,32,0,3.2,1.9,40000,20000,330000,390000,209031.033,1.82,111,0.4,SA,1
425,44.3,2.1,5.2,54,25,6.5,2.3,200000,90000,2410000,2440000,949398.3871,2.79,171,0.6,SA,0
426,40,2.7,6.4,55,13,5,2.2,220000,60000,1440000,1440000,1064250,1.5,145,0.8,SA,0
427,52.4,2.4,4.5,39,13,7.1,2.5,240000,50000,2020000,1630000,1170520.2,1.95,20,0.4,IA,0
428,40.1,4.3,5,32,0,2.3,1.6,70000,30000,170000,240000,333108.6102,0.59,6,0.9,IA,1
429,50.8,3.9,7.6,71,11,3.6,1.4,410000,60000,950000,790000,1978344,0.54,41,0.6,IA,0
430,95.3,4.4,5.6,32,0,2.3,1.8,60000,30000,180000,280000,311958.8571,0.63,127,0.7,IA,1
431,-51.7,1.7,4.6,32,0,4.9,2.1,60000,30000,790000,690000,295370.702,3.02,133,0.5,IA,1
432,-12.6,2.3,6.2,62,16,11.1,2.9,330000,70000,7980000,4700000,1606685.185,5.52,103,0.7,IA,0
433,-12.7,2.3,5.7,45,11,5.3,1.5,160000,30000,1330000,790000,768357.0942,1.91,49,0.8,IA,0
434,6.2,2.6,6.4,32,0,3.9,3,40000,30000,500000,770000,218178.3475,2.59,167,0.4,IA,1
435,10.1,1.9,4.6,17,21,2.7,2.9,50000,70000,130000,340000,224816.7656,0.64,160,0.8,IA,0
436,-10.5,1.9,4.9,42,16,9.8,4.1,220000,80000,4220000,3300000,1074106.073,4.36,129,0.5,SA,0
437,4.9,1.8,4.5,32,0,2,1.9,20000,30000,130000,260000,118886.4,1.25,158,0.8,SA,1
438,30.9,5,12.5,81,16,10.7,2.9,1000000,130000,9710000,5420000,4828140.848,2.23,123,1,SA,0
439,40.9,3.5,8.9,63,17,10.7,3.9,810000,370000,7510000,6170000,3950067.014,2.12,177,0.5,SA,0
440,57.5,1.5,4.1,32,0,4.5,5.2,60000,20000,680000,1550000,273573.8182,2.75,18,0.3,SA,1
441,-28.5,1.7,4.6,22,9,9.8,3.7,140000,40000,2200000,2300000,673915.8462,3.64,117,0.3,IA,0
442,-17.5,2.6,6.8,53,31,4.6,4,250000,170000,1150000,2460000,1251959.885,1.04,154,0.4,IA,0
443,-20.5,3.7,9.9,56,25,2,0.9,250000,60000,240000,210000,1182109.091,0.22,123,0.5,IA,0
444,-14.8,2.7,7.2,66,62,3.3,3.6,280000,350000,740000,2130000,1390761.9,0.6,49,0.7,IA,0
445,-7.4,3.2,8.6,33,30,4.7,6.9,140000,120000,770000,1990000,677067.336,1.25,118,0.8,IA,0
446,-1.7,3.3,8.8,67,49,9.4,7.8,610000,980000,6150000,13690000,2988373.617,2.3,24,1.2,IA,0
447,3.1,4.5,12.7,56,23,6.6,2.7,790000,410000,2560000,2340000,3827158.054,0.74,115,0.6,IA,0
448,41.1,2.2,5.8,40,17,5.6,2.6,110000,40000,1310000,1460000,535425.8824,2.72,154,0.5,IA,0
449,56.8,1.8,4.9,20,17,4.6,1.5,50000,30000,440000,440000,267030,1.84,33,0.7,SA,0
450,6.9,2,5.1,25,27,6.3,3.6,180000,230000,1020000,1960000,859703.1716,1.34,136,0.8,SA,0
451,1.5,4.3,11.9,65,14,7.1,2.8,910000,280000,3440000,2920000,4372632.931,0.87,137,0.5,SA,0
452,7.6,3.8,10.5,34,23,5.8,2.4,240000,150000,1200000,1360000,1185629.786,1.12,131,0.5,SA,0
453,5.9,3.3,7.3,32,0,6.2,5.2,80000,80000,1260000,2110000,375821.8105,3.8,163,0.4,SA,1
454,5.4,3.5,8.9,32,0,1.5,0.8,130000,150000,80000,80000,597085.7143,0.14,140,0.3,SA,1
455,18.6,4.3,9.5,35,13,10.5,5.4,340000,260000,3970000,4540000,1684213.816,2.66,32,0.4,SA,0
456,19,1.6,4.2,32,0,4.4,4.3,30000,40000,630000,1240000,171253.0286,4.2,173,0.5,SA,1
457,23.9,3.1,7.8,44,35,3.5,3.9,130000,150000,560000,1270000,619583.1683,1.01,16,0.8,SA,0
458,20.4,2.7,6.3,32,0,4.1,6.4,120000,60000,540000,1700000,583668.3364,1.07,35,1.5,SA,1
459,32.8,2.2,5.9,30,35,6.4,5.7,70000,50000,1280000,3270000,358451.4573,3.98,49,0.5,SA,0
460,41.6,7,16.8,32,0,5.6,7.4,370000,200000,1020000,2730000,1820448,0.64,47,2.3,SA,1
461,41.4,8.7,19.8,44,24,8.4,7.8,650000,1180000,3230000,6700000,3161830.737,1.14,89,0.3,SA,0
462,46,3.1,7.3,24,30,3.3,4.6,100000,150000,280000,820000,474123.375,0.64,164,0.9,SA,0
463,55.5,2.2,5.7,51,21,7.1,2.8,140000,40000,2660000,2880000,670747.5303,4.45,22,0.6,SA,0
464,52,2.7,5.7,27,15,7.6,4.4,200000,80000,1650000,2310000,963086.5532,1.88,47,0.7,SA,0
465,55.7,1.7,4.5,32,0,8.2,8.7,40000,60000,2240000,4700000,183548.8964,13.61,150,0.3,SA,1
466,54.2,2.6,6.8,62,42,4.5,5.9,130000,180000,1310000,3550000,607348.125,2.4,20,0.4,SA,0
467,55.6,2.4,6.7,32,0,3.5,5.3,110000,170000,410000,1250000,529200,0.86,61,0.3,SA,1
468,60.6,2.2,5.8,25,17,5,4,80000,50000,640000,1490000,412286.9318,1.76,160,0.7,SA,0
469,-12.2,4.1,10.8,62,12,9.6,4.3,230000,20000,5890000,5600000,1128207.673,5.88,107,0.5,IA,0
470,-13.6,2,5.5,17,8,6,2.4,90000,20000,650000,710000,441324.2236,1.61,120,0.6,IA,0
471,-10.1,1.4,3.6,33,13,5.4,2.6,110000,70000,990000,1210000,547650.5294,2.04,25,0.4,IA,0
